finding_id,audit_id,severity,category,iosa_discipline_code,standard_ref,description,risk_index,date_raised,date_closed,due_date,status,repeat_flag,root_cause,responsible_owner,probability_score,closed_on_time
3686,256,Low,Documentation,DSP,DSP 3.5.3,Synthetic finding 3686 in documentation category.,1,2024-10-18,2024-12-02,2024-12-31,Closed,False,Procedure not followed,Owner 03,1,True
3687,256,High,Operations,ORG,ORG 3.3.1,Synthetic finding 3687 in operations category.,20,2024-10-27,2024-12-19,2024-12-05,Closed,False,Procedure not followed,Owner 02,5,False
3688,256,High,Equipment,DSP,DSP 3.7.2,Synthetic finding 3688 in equipment category.,20,2024-10-17,2024-11-25,2024-11-27,Closed,False,Resource limitation,Owner 04,5,True
3689,256,Low,Human Factors,GRH,GRH 3.7.3,Synthetic finding 3689 in human factors category.,4,2024-10-26,2024-11-10,2025-01-02,Closed,False,Documentation gap,Owner 11,4,True
3690,256,Medium,Training,ORG,ORG 1.3.2,Synthetic finding 3690 in training category.,6,2024-10-23,2024-12-18,2024-11-24,Closed,True,Procedure not followed,Owner 19,3,False
3691,256,Medium,Operations,DSP,DSP 1.3.1B,Synthetic finding 3691 in operations category.,4,2024-10-18,2024-12-21,2025-01-16,Closed,False,Documentation gap,Owner 19,2,True
3692,257,Low,Training,ORG,ORG 3.1.1,Synthetic finding 3692 in training category.,2,2021-04-07,,2021-05-19,Overdue,False,Training gap,Owner 08,2,False
3693,257,Low,Documentation,FLT,FLT 3.9.8,Synthetic finding 3693 in documentation category.,2,2021-03-30,,2021-06-03,Overdue,False,Training gap,Owner 02,2,False
3694,257,Low,Operations,FLT,FLT 3.7.7,Synthetic finding 3694 in operations category.,4,2021-04-05,2021-06-17,2021-05-11,Closed,False,Resource limitation,Owner 15,4,False
3695,257,High,Facilities,DSP,DSP 3.2.2,Synthetic finding 3695 in facilities category.,20,2021-03-30,2021-06-16,2021-06-14,Closed,False,Documentation gap,Owner 04,5,False
3696,257,High,Documentation,ORG,ORG 3.2.1,Synthetic finding 3696 in documentation category.,16,2021-04-04,2021-05-23,2021-05-14,Closed,True,Procedure not followed,Owner 20,4,False
3697,257,Medium,Facilities,DSP,DSP 1.4.1,Synthetic finding 3697 in facilities category.,4,2021-04-02,2021-05-11,2021-06-08,Closed,True,Training gap,Owner 18,2,True
3698,257,Medium,Facilities,DSP,DSP 1.5.1,Synthetic finding 3698 in facilities category.,8,2021-04-05,2021-05-29,2021-06-12,Closed,False,Training gap,Owner 05,4,True
3699,257,High,Training,FLT,FLT 2.5.2,Synthetic finding 3699 in training category.,12,2021-04-10,2021-06-18,2021-05-10,Closed,False,Documentation gap,Owner 18,3,False
3700,257,High,Facilities,FLT,FLT 3.14.6,Synthetic finding 3700 in facilities category.,16,2021-03-29,2021-06-03,2021-06-06,Closed,False,Training gap,Owner 01,4,True
3701,257,Medium,Training,DSP,DSP 3.6.5C,Synthetic finding 3701 in training category.,10,2021-04-04,,2021-06-01,Overdue,False,Procedure not followed,Owner 19,5,False
3702,257,Low,Documentation,FLT,FLT 3.13.2,Synthetic finding 3702 in documentation category.,1,2021-04-11,2021-06-05,2021-06-03,Closed,False,Procedure not followed,Owner 09,1,False
3703,257,Low,Training,DSP,DSP 1.10.4,Synthetic finding 3703 in training category.,5,2021-04-11,2021-06-24,2021-05-23,Closed,False,Training gap,Owner 04,5,False
3704,257,High,Human Factors,DSP,DSP 1.4.1,Synthetic finding 3704 in human factors category.,12,2021-03-31,2021-05-27,2021-05-26,Closed,False,Documentation gap,Owner 05,3,False
3705,257,Low,Operations,FLT,FLT 3.4.4,Synthetic finding 3705 in operations category.,5,2021-03-30,2021-06-23,2021-05-28,Closed,False,Resource limitation,Owner 04,5,False
3706,257,Medium,Documentation,FLT,FLT 1.6.6,Synthetic finding 3706 in documentation category.,2,2021-04-04,2021-07-15,2021-05-24,Closed,False,Resource limitation,Owner 08,1,False
3707,257,Low,Human Factors,ORG,ORG 4.2.1,Synthetic finding 3707 in human factors category.,2,2021-03-31,2021-04-30,2021-05-28,Closed,False,Documentation gap,Owner 03,2,True
3708,258,High,Training,ORG,ORG 2.1.5,Synthetic finding 3708 in training category.,16,2021-09-14,2021-10-31,2021-11-19,Closed,False,Training gap,Owner 15,4,True
3709,258,Medium,Facilities,ORG,ORG 1.5.7,Synthetic finding 3709 in facilities category.,10,2021-09-17,2021-11-11,2021-12-07,Closed,False,Documentation gap,Owner 07,5,True
3710,258,High,Training,ORG,ORG 3.4.1,Synthetic finding 3710 in training category.,12,2021-09-09,,2021-12-02,Overdue,False,Procedure not followed,Owner 14,3,False
3711,258,Critical,Documentation,ORG,ORG 2.5.4,Synthetic finding 3711 in documentation category.,15,2021-09-11,2021-12-03,2021-10-13,Closed,True,Process design,Owner 10,3,False
3712,258,High,Equipment,ORG,ORG 2.1.7,Synthetic finding 3712 in equipment category.,20,2021-09-14,2021-11-09,2021-12-02,Closed,False,Procedure not followed,Owner 09,5,True
3713,258,Low,Operations,ORG,ORG 1.7.4,Synthetic finding 3713 in operations category.,3,2021-09-15,,2021-11-06,Overdue,False,Procedure not followed,Owner 04,3,False
3714,258,Medium,Equipment,ORG,ORG 1.4.2,Synthetic finding 3714 in equipment category.,6,2021-09-14,2021-12-10,2021-11-24,Closed,False,Procedure not followed,Owner 11,3,False
3715,258,Low,Human Factors,ORG,ORG 2.1.7,Synthetic finding 3715 in human factors category.,4,2021-09-07,2021-11-22,2021-10-25,Closed,False,Process design,Owner 02,4,False
3716,258,Medium,Operations,ORG,ORG 1.7.4,Synthetic finding 3716 in operations category.,8,2021-09-09,2021-11-30,2021-12-02,Closed,False,Procedure not followed,Owner 06,4,True
3717,258,Low,Human Factors,ORG,ORG 1.1.4,Synthetic finding 3717 in human factors category.,3,2021-09-09,,2021-10-30,Overdue,False,Training gap,Owner 13,3,False
3718,258,Medium,Facilities,ORG,ORG 3.5.2,Synthetic finding 3718 in facilities category.,2,2021-09-11,2021-11-16,2021-11-07,Closed,False,Documentation gap,Owner 06,1,False
3719,258,Medium,Facilities,ORG,ORG 2.4.4,Synthetic finding 3719 in facilities category.,4,2021-09-18,,2021-11-24,Overdue,False,Procedure not followed,Owner 07,2,False
3720,259,High,Operations,ORG,ORG 3.3.1,Synthetic finding 3720 in operations category.,16,2023-05-29,2023-07-09,2023-07-27,Closed,False,Process design,Owner 06,4,True
3721,259,High,Documentation,ORG,ORG 1.5.1,Synthetic finding 3721 in documentation category.,12,2023-06-02,2023-07-29,2023-08-29,Closed,False,Documentation gap,Owner 08,3,True
3722,259,Low,Equipment,ORG,ORG 3.3.2,Synthetic finding 3722 in equipment category.,5,2023-05-24,2023-07-18,2023-07-30,Closed,False,Documentation gap,Owner 18,5,True
3723,259,High,Facilities,DSP,DSP 1.10.4,Synthetic finding 3723 in facilities category.,12,2023-05-30,2023-07-18,2023-07-19,Closed,True,Training gap,Owner 07,3,True
3724,259,Medium,Operations,DSP,DSP 1.11.1A,Synthetic finding 3724 in operations category.,10,2023-05-30,2023-08-07,2023-06-29,Closed,True,Process design,Owner 01,5,False
3725,259,Low,Equipment,DSP,DSP 1.12.1,Synthetic finding 3725 in equipment category.,5,2023-05-24,,2023-08-21,Overdue,False,Resource limitation,Owner 19,5,False
3726,259,High,Operations,DSP,DSP 4.5.1,Synthetic finding 3726 in operations category.,12,2023-05-24,2023-07-11,2023-08-22,Closed,False,Resource limitation,Owner 10,3,True
3727,259,Low,Equipment,ORG,ORG 1.6.2,Synthetic finding 3727 in equipment category.,2,2023-05-26,2023-08-02,2023-08-13,Closed,False,Resource limitation,Owner 06,2,True
3728,259,Low,Facilities,FLT,FLT 3.3.7,Synthetic finding 3728 in facilities category.,4,2023-06-03,2023-07-11,2023-07-03,Closed,False,Procedure not followed,Owner 16,4,False
3729,259,Medium,Facilities,DSP,DSP 1.12.2,Synthetic finding 3729 in facilities category.,4,2023-06-03,2023-07-13,2023-08-04,Closed,False,Procedure not followed,Owner 01,2,True
3730,259,Low,Documentation,DSP,DSP 1.3.5,Synthetic finding 3730 in documentation category.,1,2023-05-31,2023-07-31,2023-07-31,Closed,False,Training gap,Owner 17,1,True
3731,259,High,Documentation,DSP,DSP 2.3.3,Synthetic finding 3731 in documentation category.,16,2023-06-04,2023-07-24,2023-07-15,Closed,False,Documentation gap,Owner 04,4,False
3732,260,Medium,Facilities,ORG,ORG 4.1.1,Synthetic finding 3732 in facilities category.,10,2022-08-18,2022-11-07,2022-09-18,Closed,True,Resource limitation,Owner 19,5,False
3733,260,Medium,Training,GRH,GRH 3.3.5,Synthetic finding 3733 in training category.,6,2022-08-08,2022-09-24,2022-11-04,Closed,False,Procedure not followed,Owner 11,3,True
3734,260,Critical,Human Factors,ORG,ORG 1.4.1,Synthetic finding 3734 in human factors category.,25,2022-08-13,2022-11-23,2022-10-12,Closed,False,Training gap,Owner 19,5,False
3735,260,Medium,Human Factors,DSP,DSP 1.10.4,Synthetic finding 3735 in human factors category.,2,2022-08-16,2022-10-21,2022-10-20,Closed,True,Process design,Owner 08,1,False
3736,260,Low,Documentation,DSP,DSP 3.6.5C,Synthetic finding 3736 in documentation category.,4,2022-08-17,2022-10-10,2022-10-18,Closed,False,Documentation gap,Owner 16,4,True
3737,260,Medium,Documentation,GRH,GRH 1.6.1,Synthetic finding 3737 in documentation category.,2,2022-08-18,,2022-10-30,Overdue,False,Documentation gap,Owner 20,1,False
3738,260,Critical,Operations,ORG,ORG 3.3.3,Synthetic finding 3738 in operations category.,25,2022-08-11,2022-10-11,2022-10-20,Closed,False,Procedure not followed,Owner 09,5,True
3739,260,Medium,Operations,DSP,DSP 3.2.8B,Synthetic finding 3739 in operations category.,10,2022-08-16,2022-11-28,2022-10-31,Closed,True,Documentation gap,Owner 10,5,False
3740,260,Medium,Equipment,ORG,ORG 1.1.4,Synthetic finding 3740 in equipment category.,10,2022-08-10,2022-09-24,2022-11-08,Closed,False,Training gap,Owner 04,5,True
3741,260,Medium,Equipment,DSP,DSP 3.7.2,Synthetic finding 3741 in equipment category.,8,2022-08-16,2022-11-19,2022-10-23,Closed,False,Training gap,Owner 09,4,False
3742,260,High,Operations,ORG,ORG 2.1.5,Synthetic finding 3742 in operations category.,20,2022-08-18,2022-12-06,2022-10-22,Closed,True,Resource limitation,Owner 01,5,False
3743,260,High,Facilities,DSP,DSP 4.3.12,Synthetic finding 3743 in facilities category.,16,2022-08-10,2022-09-10,2022-10-01,Closed,False,Documentation gap,Owner 04,4,True
3744,260,Low,Training,DSP,DSP 3.2.6,Synthetic finding 3744 in training category.,4,2022-08-19,2022-10-21,2022-09-20,Closed,False,Process design,Owner 19,4,False
3745,260,Low,Training,ORG,ORG 3.3.2,Synthetic finding 3745 in training category.,5,2022-08-18,2023-01-09,2022-09-30,Closed,False,Process design,Owner 20,5,False
3746,260,Medium,Equipment,ORG,ORG 2.2.1,Synthetic finding 3746 in equipment category.,10,2022-08-16,2022-11-09,2022-09-18,Closed,False,Training gap,Owner 15,5,False
3747,260,Medium,Training,DSP,DSP 4.5.5,Synthetic finding 3747 in training category.,2,2022-08-15,2022-10-31,2022-10-04,Closed,False,Training gap,Owner 07,1,False
3748,260,High,Operations,DSP,DSP 1.11.1A,Synthetic finding 3748 in operations category.,16,2022-08-14,2022-11-06,2022-09-29,Closed,False,Training gap,Owner 07,4,False
3749,260,Medium,Facilities,DSP,DSP 1.3.5,Synthetic finding 3749 in facilities category.,2,2022-08-17,2022-11-13,2022-10-28,Closed,False,Training gap,Owner 12,1,False
3750,260,Low,Facilities,ORG,ORG 2.2.4,Synthetic finding 3750 in facilities category.,1,2022-08-12,2022-10-21,2022-09-27,Closed,True,Documentation gap,Owner 11,1,False
3751,260,Medium,Training,ORG,ORG 2.1.7,Synthetic finding 3751 in training category.,8,2022-08-13,2022-11-14,2022-09-14,Closed,True,Resource limitation,Owner 04,4,False
3752,260,Medium,Training,GRH,GRH 3.2.10,Synthetic finding 3752 in training category.,8,2022-08-20,2022-09-30,2022-10-05,Closed,False,Procedure not followed,Owner 08,4,True
3753,260,Low,Facilities,GRH,GRH 2.2.5,Synthetic finding 3753 in facilities category.,3,2022-08-20,2022-10-27,2022-10-15,Closed,False,Process design,Owner 07,3,False
3754,260,Low,Facilities,ORG,ORG 2.1.7,Synthetic finding 3754 in facilities category.,5,2022-08-09,2022-10-12,2022-10-16,Closed,False,Training gap,Owner 05,5,True
3755,260,Critical,Training,DSP,DSP 1.6.4,Synthetic finding 3755 in training category.,15,2022-08-18,2022-10-17,2022-09-21,Closed,False,Training gap,Owner 12,3,False
3756,261,High,Documentation,DSP,DSP 1.3.4,Synthetic finding 3756 in documentation category.,12,2024-06-26,,2024-09-17,Overdue,False,Procedure not followed,Owner 12,3,False
3757,261,Medium,Documentation,FLT,FLT 2.2.40,Synthetic finding 3757 in documentation category.,6,2024-07-06,2024-08-08,2024-09-26,Closed,False,Documentation gap,Owner 03,3,True
3758,261,Medium,Equipment,DSP,DSP 4.3.8,Synthetic finding 3758 in equipment category.,10,2024-07-05,,2024-08-21,Overdue,False,Procedure not followed,Owner 19,5,False
3759,261,Critical,Human Factors,ORG,ORG 1.7.5,Synthetic finding 3759 in human factors category.,15,2024-07-07,2024-08-14,2024-09-27,Closed,True,Documentation gap,Owner 12,3,True
3760,261,High,Operations,DSP,DSP 2.1.7,Synthetic finding 3760 in operations category.,16,2024-06-25,,2024-08-28,Overdue,False,Procedure not followed,Owner 14,4,False
3761,261,Low,Documentation,ORG,ORG 3.5.1,Synthetic finding 3761 in documentation category.,3,2024-07-05,2024-08-15,2024-08-20,Closed,False,Resource limitation,Owner 13,3,True
3762,261,High,Operations,DSP,DSP 4.2.3,Synthetic finding 3762 in operations category.,16,2024-06-28,2024-07-15,2024-07-28,Closed,False,Procedure not followed,Owner 11,4,True
3763,261,Low,Facilities,FLT,FLT 2.2.37,Synthetic finding 3763 in facilities category.,2,2024-06-29,,2024-08-26,Overdue,False,Resource limitation,Owner 06,2,False
3764,262,Medium,Training,ORG,ORG 1.5.2,Synthetic finding 3764 in training category.,8,2022-06-13,,2022-07-25,Overdue,False,Procedure not followed,Owner 14,4,False
3765,262,High,Operations,ORG,ORG 1.7.2,Synthetic finding 3765 in operations category.,20,2022-06-24,2022-09-26,2022-09-10,Closed,False,Procedure not followed,Owner 18,5,False
3766,262,Low,Operations,ORG,ORG 1.7.12,Synthetic finding 3766 in operations category.,3,2022-06-20,2022-08-09,2022-09-11,Closed,False,Procedure not followed,Owner 12,3,True
3767,262,Medium,Equipment,ORG,ORG 2.1.9,Synthetic finding 3767 in equipment category.,8,2022-06-19,2022-09-23,2022-08-15,Closed,False,Documentation gap,Owner 04,4,False
3768,262,Low,Facilities,ORG,ORG 1.3.2,Synthetic finding 3768 in facilities category.,4,2022-06-24,2022-10-09,2022-08-04,Closed,False,Training gap,Owner 16,4,False
3769,262,Medium,Operations,ORG,ORG 3.1.2,Synthetic finding 3769 in operations category.,6,2022-06-17,2022-08-06,2022-08-12,Closed,False,Resource limitation,Owner 18,3,True
3770,262,Low,Human Factors,ORG,ORG 1.1.4,Synthetic finding 3770 in human factors category.,1,2022-06-20,,2022-09-04,Overdue,False,Resource limitation,Owner 01,1,False
3771,262,Medium,Human Factors,ORG,ORG 3.1.2,Synthetic finding 3771 in human factors category.,8,2022-06-16,2022-08-03,2022-07-28,Closed,False,Process design,Owner 20,4,False
3772,262,Medium,Documentation,ORG,ORG 2.2.3,Synthetic finding 3772 in documentation category.,2,2022-06-15,2022-08-08,2022-08-02,Closed,False,Procedure not followed,Owner 03,1,False
3773,262,Medium,Equipment,ORG,ORG 1.7.2,Synthetic finding 3773 in equipment category.,4,2022-06-15,,2022-07-28,Overdue,False,Documentation gap,Owner 18,2,False
3774,262,Medium,Human Factors,ORG,ORG 1.7.11,Synthetic finding 3774 in human factors category.,10,2022-06-15,2022-08-05,2022-08-18,Closed,False,Process design,Owner 12,5,True
3775,262,Medium,Human Factors,ORG,ORG 2.1.9,Synthetic finding 3775 in human factors category.,8,2022-06-24,2022-09-25,2022-09-14,Closed,False,Training gap,Owner 01,4,False
3776,262,Low,Facilities,ORG,ORG 1.7.10,Synthetic finding 3776 in facilities category.,5,2022-06-24,2022-09-14,2022-08-08,Closed,False,Training gap,Owner 20,5,False
3777,262,High,Equipment,ORG,ORG 2.2.1,Synthetic finding 3777 in equipment category.,20,2022-06-14,2022-08-10,2022-07-28,Closed,False,Documentation gap,Owner 14,5,False
3778,263,Low,Documentation,ORG,ORG 2.1.6,Synthetic finding 3778 in documentation category.,5,2022-02-12,2022-05-10,2022-03-23,Closed,True,Process design,Owner 16,5,False
3779,263,High,Human Factors,DSP,DSP 1.3.1A,Synthetic finding 3779 in human factors category.,12,2022-02-19,2022-04-22,2022-04-11,Closed,False,Resource limitation,Owner 09,3,False
3780,263,Medium,Human Factors,ORG,ORG 1.5.3,Synthetic finding 3780 in human factors category.,10,2022-02-21,2022-04-04,2022-03-30,Closed,False,Training gap,Owner 03,5,False
3781,263,Medium,Training,FLT,FLT 1.10.1,Synthetic finding 3781 in training category.,4,2022-02-20,2022-04-30,2022-04-30,Closed,False,Procedure not followed,Owner 12,2,True
3782,263,Critical,Equipment,DSP,DSP 2.1.1,Synthetic finding 3782 in equipment category.,20,2022-02-14,2022-04-12,2022-05-14,Closed,False,Procedure not followed,Owner 16,4,True
3783,263,High,Documentation,ORG,ORG 1.3.3,Synthetic finding 3783 in documentation category.,12,2022-02-15,2022-05-14,2022-05-02,Closed,False,Training gap,Owner 05,3,False
3784,263,Low,Training,FLT,FLT 1.6.3,Synthetic finding 3784 in training category.,5,2022-02-22,2022-05-02,2022-05-15,Closed,False,Resource limitation,Owner 18,5,True
3785,263,Medium,Training,ORG,ORG 2.4.1,Synthetic finding 3785 in training category.,2,2022-02-15,2022-05-20,2022-05-14,Closed,True,Process design,Owner 16,1,False
3786,263,Low,Operations,DSP,DSP 4.4.1,Synthetic finding 3786 in operations category.,2,2022-02-13,2022-06-09,2022-03-26,Closed,False,Documentation gap,Owner 17,2,False
3787,264,Low,Facilities,ORG,ORG 1.5.7,Synthetic finding 3787 in facilities category.,4,2023-10-07,2023-10-12,2023-11-11,Closed,True,Documentation gap,Owner 09,4,True
3788,264,Low,Operations,CAB,CAB 2.1.1A,Synthetic finding 3788 in operations category.,4,2023-10-10,2023-11-26,2023-12-08,Closed,False,Process design,Owner 05,4,True
3789,264,Medium,Equipment,CAB,CAB 2.1.3,Synthetic finding 3789 in equipment category.,2,2023-10-14,2023-12-08,2023-12-04,Closed,False,Documentation gap,Owner 18,1,False
3790,264,Low,Human Factors,CAB,CAB 3.3.7,Synthetic finding 3790 in human factors category.,2,2023-10-08,2023-12-04,2023-12-31,Closed,False,Procedure not followed,Owner 02,2,True
3791,264,Medium,Documentation,ORG,ORG 4.1.3,Synthetic finding 3791 in documentation category.,2,2023-10-05,,2023-12-24,Overdue,False,Documentation gap,Owner 04,1,False
3792,264,High,Human Factors,CAB,CAB 3.3.5,Synthetic finding 3792 in human factors category.,16,2023-10-11,,2023-12-05,Overdue,False,Documentation gap,Owner 02,4,False
3793,265,Medium,Facilities,FLT,FLT 1.1.1,Synthetic finding 3793 in facilities category.,10,2022-02-08,2022-05-18,2022-04-19,Closed,False,Documentation gap,Owner 03,5,False
3794,265,Low,Training,DSP,DSP 1.6.4,Synthetic finding 3794 in training category.,4,2022-02-03,2022-03-28,2022-03-12,Closed,True,Procedure not followed,Owner 10,4,False
3795,265,Critical,Operations,DSP,DSP 1.7.4,Synthetic finding 3795 in operations category.,15,2022-02-09,2022-05-24,2022-03-28,Closed,False,Documentation gap,Owner 16,3,False
3796,265,Medium,Operations,ORG,ORG 3.3.4,Synthetic finding 3796 in operations category.,4,2022-02-09,2022-04-28,2022-03-19,Closed,True,Procedure not followed,Owner 08,2,False
